label,centroid
377,"[-0.09698142 -0.51614153  0.37850475 -2.19183318 -0.11166452  3.55053806
  0.05967699  1.03790601  0.44973779  0.62912854 -0.11349855 -0.94387515
 -0.14554064 -2.37157011  0.11039961 -0.98314587  1.0383145  -1.31861003
 -1.13172229  1.0367705   0.14758509  1.35005617  0.28845435 -0.79986866
  1.86142317  1.09655897 -0.52349734 -0.584234   -0.34716002  2.32444922
  2.00957902 -1.80146392]"
378,"[ 1.2304635  -0.84468079  0.86503708 -1.8271662   1.40168273  2.50077796
  1.34097147  2.66689682 -1.1527555   0.56321466 -2.34797239 -1.7872932
 -1.82037139 -3.01467466 -0.41230357 -0.16795398  0.78977418 -0.82528853
 -1.4542377   1.3147552   2.42206264  2.38297772  0.33585775 -1.85596001
  3.65703297  0.94987017  0.40017465 -2.35881591  0.33524591  3.34937954
 -0.47957808  0.69529122]"
379,"[ 0.04215767  2.51540202 -2.87886495  0.29142003 -1.76614034 -0.87751373
  0.59969645  0.79379476  0.18827312 -2.52253499  0.52416575  1.74211853
  2.6181132   1.52583038  3.2787911  -0.10040181 -2.56020874 -3.69462321
  1.58306824 -2.9345693  -0.44571411 -2.52758118 -0.9307252   2.43023376
 -0.5044342  -1.50797638  1.01386108  1.09867238  1.68597239 -1.73953756
  0.42260427  0.37065277]"
380,"[ 0.89420584 -0.75423638  0.72140604 -2.26691288  0.83091455  3.14614571
  0.9679434   2.27348624 -0.67807606  0.57970529 -1.59019735 -1.53818406
 -1.25206661 -2.92723846 -0.19640141 -0.37426384  0.94613976 -1.13584518
 -1.3997328   1.29142147  1.66578558  2.08855332  0.21409965 -1.5230057
  3.20997598  0.99345186  0.08344496 -1.89223629  0.17318496  3.14573903
  0.493004   -0.28328941]"
381,"[-2.02252608 -0.01761101 -0.26532176 -0.46176651 -1.40335533  2.75956726
 -1.53207554 -1.20716144  2.11726908  0.75281187  1.93452493  0.04099168
  1.58293504 -0.8867748   0.26493958 -1.90815989  0.81593117 -0.99464387
 -0.4301482   0.47096267 -2.06380189  0.15569687  1.1071658   0.31779453
 -0.44183941  1.07438425 -1.13894262  1.6657842  -1.39706127  0.70903255
  3.40666042 -3.31752132]"
382,"[ 0.20975619  0.39258007 -0.59328827 -2.31755169 -0.91896013  3.01440576
  0.37913697  1.36187656  0.26181384 -0.35041406  0.2178207  -0.08713067
  0.83688545 -1.40295528  1.21150523 -0.56163971  0.04331322 -2.52317898
 -0.41733111 -0.01476477 -0.18252672  0.20607785 -0.40063997  0.22296051
  1.55418117  0.24591077 -0.04140011 -0.39398311  0.3911961   1.37168679
  2.15067467 -1.67417717]"
383,"[ 1.60922167  0.74331866 -0.90914377 -3.0915788  -0.41886388  2.63763322
  1.66972415  3.03164461 -1.0271403  -1.24165832 -1.05269188 -0.2140998
  0.26142436 -1.53113429  1.94307052  0.34111375 -0.68506114 -3.38905928
 -0.30540774 -0.58549817  1.13926697  0.11661638 -1.34201601  0.17800054
  2.66389275 -0.42312503  0.77766318 -1.68184471  1.71525595  1.57898564
  0.89655028 -0.18457446]"
384,"[ 3.76002579  4.0836319  -3.37539317  0.57454548  1.7269989  -2.8100619
  3.83394521  1.83384666 -3.5897466  -3.47450511 -3.00805461  2.13405228
 -0.82747746  1.71845284  2.58357722  2.01788025 -3.64707489 -1.83365707
  2.6358195  -3.37824097  3.9243014  -3.08524119 -2.64182332  2.90617778
  0.83292007 -2.96428528  3.84698461 -2.86131566  3.16693446 -2.55707779
 -2.83360774  3.89820786]"
385,"[ 0.52960616  2.71947584  0.62387717  3.70267591  4.70895475 -2.46865127
 -0.51911672 -4.04756733 -0.33990606  1.67023543 -4.18085614  3.72254046
 -3.20100014  4.16981207 -2.49870555  4.14060854  1.24566501  3.53020762
  4.82500712  2.41520242  3.61905236  0.63077096 -4.38025321  1.23017756
 -2.46294134 -4.13267038  0.23551698 -0.35179497 -2.88797625 -1.23764681
 -4.57396982 -1.05521415]"
386,"[ 3.45622635  3.48999939 -3.31471672 -0.3181951   1.05565557 -1.95237141
  3.68481865  2.81823864 -3.22719841 -3.64604263 -2.5887846   1.47137661
 -0.35432858  1.05894928  3.15051765  1.7225626  -3.61614037 -2.82860947
  1.94137955 -3.48252106  3.33377228 -2.71311779 -2.44612331  2.37806358
  1.4559412  -2.52480297  3.35512314 -2.66111412  3.62166672 -1.75581684
 -2.32135181  3.55320702]"
387,"[ 1.98944426  3.56883017 -0.96695018  2.91303762  4.03352324 -3.02126503
  1.25962981 -2.17792813 -1.76371479 -0.22736365 -4.10773881  3.4975481
 -2.60008574  3.59654681 -0.7558589   3.58682346 -0.66350245  1.8706673
  4.42069244  0.28685425  4.13801956 -0.90285047 -4.04636637  2.13462591
 -1.42676592 -4.00493177  1.85874351 -1.49209293 -0.76642998 -2.04456727
 -4.31627909  1.01667706]"
388,"[ 0.42205439 -1.32105419  1.34427193 -1.66346795  1.34062467  3.02444867
  0.54393584  1.80707264 -0.38845832  1.25133487 -1.83075196 -2.05679607
 -1.82514245 -3.39920916 -1.0036177  -0.76537057  1.53992653 -0.24036893
 -1.82540607  1.92078345  1.87559032  2.78052112  0.89099966 -2.16697543
  3.17695236  1.54940755 -0.28844452 -1.71132524 -0.48107052  3.65873064
  0.17697026 -0.14861926]"
389,"[ 1.19038401  3.11348991 -0.07965964  3.3811821   4.43559265 -2.74639454
  0.27032852 -3.24204216 -0.98068609  0.83927784 -4.17342072  3.63464966
 -2.93915405  3.92160263 -1.73744392  3.90393105  0.40877924  2.81242657
  4.66086998  1.48682337  3.8688755  -0.03723764 -4.23893356  1.6383934
 -2.01555634 -4.09131775  0.9580327  -0.86426592 -1.9691431  -1.60641747
 -4.49123573 -0.13496839]"
390,"[ 1.31904692  0.41276598 -0.5719085  -3.03445113 -0.31896641  2.97369686
  1.37010343  2.66257396 -0.75263947 -0.79495591 -0.89833631 -0.41619785
  0.09936025 -1.80920631  1.50258004  0.08168828 -0.24994795 -2.93872331
 -0.53441294 -0.13699107  0.97231032  0.46303006 -1.00784021 -0.09739322
  2.60049037 -0.05965549  0.4918903  -1.55199242  1.26318209  1.84549553
  1.14540833 -0.55330894]"
391,"[ 2.39690447  1.97838926 -2.22965288 -1.96996701 -0.09267797  0.27006739
  2.63959694  3.66890812 -1.91014123 -2.80301404 -1.67665923  0.39131486
  0.42628938 -0.23379242  3.1833179   1.08208919 -2.38775849 -3.94301915
  0.62924773 -2.42344213  2.00925136 -1.27161729 -1.96587658  1.08988714
  2.26242185 -1.51374376  1.82480741 -1.8481642   3.21424079  0.10724664
 -0.86626869  1.82924378]"
392,"[-1.5413456   1.37894327 -1.64752215  0.02539838 -2.46450251  1.05657127
 -1.02964531 -0.85190071  1.7016827  -0.75450334  1.99706234  1.4139999
  2.97549889  0.76576181  1.84060582 -1.2140209  -0.81465591 -2.62603482
  0.83100839 -1.23067171 -2.15476504 -1.51095928  0.15990991  1.82034527
 -1.06653699 -0.33691311 -0.31750961  2.13252865 -0.35334732 -0.90542022
  2.70247685 -2.24251296]"
393,"[-1.71477909  2.25221485 -2.58577922  1.38495558 -2.76069589 -0.81615804
 -1.06355156 -1.41487497  1.81709975 -1.60830495  2.18406393  2.22642724
  3.73808289  2.1391586   2.60772395 -1.06317572 -1.88980762 -2.90822537
  1.73194058 -2.41804323 -2.30273489 -2.70286689  0.06559083  2.77595908
 -2.17912991 -1.0236005   0.04123808  2.95959395  0.05326867 -2.36592723
  1.81165016 -1.27342664]"
394,"[ 3.16272259e+00  4.06383228e+00 -2.39758992e+00  1.83245778e+00
  2.97440028e+00 -3.18464303e+00  2.84789658e+00 -1.04781151e-01
 -2.95272541e+00 -2.08114815e+00 -3.68472648e+00  2.92162848e+00
 -1.76400924e+00  2.71090722e+00  1.03222442e+00  2.79445982e+00
 -2.43114781e+00  3.80097423e-03  3.62637115e+00 -1.80311847e+00
  4.26800156e+00 -2.25681424e+00 -3.37283897e+00  2.74646091e+00
 -2.64749467e-01 -3.55754447e+00  3.19819117e+00 -2.40546036e+00
  1.38977897e+00 -2.56493711e+00 -3.69672918e+00  2.85576534e+00]"
395,"[-1.56671421  2.36897443 -2.71111854  1.41986538 -2.68720823 -1.00612836
 -0.90417975 -1.2505454   1.65985087 -1.7830594   2.03132526  2.2634298
  3.69318369  2.2106348   2.74122475 -0.95398898 -2.05531682 -3.00261688
  1.81818307 -2.59208452 -2.11815107 -2.80580593 -0.04097618  2.84082939
 -2.12499381 -1.13619119  0.17693551  2.86492095  0.24977439 -2.44776174
  1.58424295 -1.02138973]"
396,"[-4.37328529 -4.16485882  4.01869233  2.79367447  3.37467066  0.80477055
 -3.92289925 -3.94820881  4.26873557  4.33728186 -1.53908888 -4.13426463
 -3.33650112 -4.76797231 -4.01362101 -4.57169374  4.49697177  3.65494633
 -3.74861081  4.54375394  0.71554899  4.82780552  4.57517401 -4.37169456
 -1.18423422  4.88905462 -4.33040778  3.05481434 -4.69581731  4.47511578
 -0.84224049 -0.01757629]"
397,"[-3.02561549 -2.68740509  2.55359296  0.53640875  1.58736146  2.91919617
 -2.63511139 -2.21707533  3.00091962  3.10618891 -0.18368693 -2.82670776
 -1.746594   -3.88408781 -2.57377749 -3.37033943  3.44785729  1.89450497
 -2.76904939  3.28335206 -0.2102615   3.45849055  3.05459668 -2.88170511
  0.03472156  3.55544416 -2.97244715  1.71726209 -3.2492521   3.65625847
  1.42963304 -2.01883154]"
398,"[-0.23875546  0.51413399 -0.73509097 -1.87679243 -1.22254002  2.78485823
  0.01372055  0.84542727  0.64209616 -0.31708771  0.65041196  0.15991643
  1.24837804 -1.0632683   1.25197136 -0.78970385 -0.01199064 -2.46329522
 -0.24096587 -0.1542836  -0.64898843 -0.04565089 -0.20655593  0.47986272
  1.0303458   0.23688553 -0.1725063   0.15259542  0.12653421  1.0035156
  2.41519809 -1.95947397]"
399,"[ 1.17254236 -0.64034006  0.62113131 -2.17905151  0.99555842  2.8363124
  1.26296965  2.57803726 -0.98978308  0.38311574 -1.91103511 -1.52520667
 -1.39334986 -2.84478802 -0.09718939 -0.16932045  0.70720678 -1.20533488
 -1.30788867  1.12058693  1.99818081  2.04007848  0.10355842 -1.51354864
  3.42082596  0.82792181  0.33922842 -2.15773688  0.4244717   3.10142305
  0.08669139  0.1721566 ]"
400,"[ 2.66262714  2.34857773 -2.57334641 -1.51858934  0.1847739  -0.41368035
  2.95345293  3.63682918 -2.24503986 -3.15132012 -1.91796694  0.60059997
  0.26746962  0.12441832  3.32411815  1.26402011 -2.81935611 -3.78319847
  0.95601783 -2.85571263  2.33132417 -1.67590707 -2.09605123  1.37824547
  2.08411692 -1.7815072   2.19861409 -2.00534381  3.49614625 -0.38210083
 -1.3560857   2.38147774]"
401,"[ 1.09296909  2.40476842 -2.75693217 -0.59730191 -1.0351656  -0.55389933
  1.55457355  2.11755642 -0.76366314 -2.81293291 -0.48445754  1.2205354
  1.72067716  0.8707036   3.41057784  0.44126058 -2.66603138 -3.93952154
  1.26253866 -2.90397669  0.67056951 -2.1179657  -1.43500199  1.94951507
  0.66230866 -1.60265153  1.45825958 -0.16044935  2.49219513 -1.05447905
 -0.25576319  1.15735552]"
402,"[ 2.29462024  1.87333311 -2.10981587 -2.09322711 -0.1719663   0.53201437
  2.51106834  3.58106995 -1.79052285 -2.63950375 -1.57375935  0.35532403
  0.46114635 -0.3465647   3.07134083  0.99374798 -2.2150883  -3.920478
  0.54502232 -2.23628712  1.88779368 -1.14875807 -1.90661526  1.02700015
  2.29105786 -1.41232777  1.71187047 -1.80322647  3.04653685  0.25056282
 -0.63919531  1.58760752]"
403,"[-8.86777787e-01  1.46381106e+00 -1.73546092e+00 -5.53810528e-01
 -2.22196415e+00  1.21444648e+00 -4.52888852e-01 -2.70004131e-02
  1.15044748e+00 -1.05360839e+00  1.43776303e+00  1.27669661e+00
  2.66527539e+00  5.00050726e-01  2.11914371e+00 -8.78253119e-01
 -9.99995640e-01 -3.05841428e+00  7.54675865e-01 -1.33786201e+00
 -1.53450049e+00 -1.41282799e+00 -2.47445742e-01  1.72362355e+00
 -3.95832698e-01 -5.09451003e-01 -2.23930535e-03  1.46790795e+00
  2.04624744e-01 -6.00328627e-01  2.32203493e+00 -1.75403904e+00]"
404,"[ 0.75401554  1.35936251 -1.60624657 -1.98143616 -1.25958986  1.71274414
  0.97435827  1.99776573 -0.28276086 -1.52995358 -0.09855461  0.5925828
  1.45453186 -0.43537083  2.40756149 -0.03845789 -1.17939806 -3.62069473
  0.32536469 -1.2901351   0.15097792 -0.84405689 -1.09450226  1.09954233
  1.38808317 -0.72285538  0.67319283 -0.39741883  1.46090813  0.42004919
  1.25662127 -0.51825638]"
405,"[ 0.65195504  2.77523157  0.52548625  3.64162432  4.66390474 -2.51179246
 -0.38447306 -3.9195298  -0.45308459  1.55154031 -4.18095708  3.69017081
 -3.15386756  4.09232343 -2.39133104  4.08241737  1.12680351  3.42340295
  4.7738363   2.2881462   3.66451742  0.54716977 -4.3356887   1.28568345
 -2.37510241 -4.10532237  0.35636963 -0.45443929 -2.76341222 -1.28695084
 -4.55330024 -0.90400993]"
406,"[-3.32229337 -3.02807028  2.89187813  0.97102339  1.98377956  2.56585693
 -2.91849032 -2.56894493  3.28052555  3.39771548 -0.47175078 -3.14224867
 -2.11135153 -4.13727882 -2.90749376 -3.65156416  3.71899102  2.27678386
 -3.01672988  3.59238191 -0.01090275  3.80174186  3.3937045  -3.23728388
 -0.17710908  3.87817834 -3.2823899   1.98386175 -3.57692476  3.89662899
  0.99681126 -1.65490983]"
407,"[-2.17042123  1.02297305 -1.3106494   0.3729045  -2.4374954   1.29678073
 -1.60130644 -1.55369871  2.23783812 -0.22887564  2.40332282  1.22748618
  2.9391306   0.62532341  1.33232441 -1.64395027 -0.34223742 -2.00488574
  0.62624338 -0.78957602 -2.63576873 -1.24584741  0.67749039  1.58896313
 -1.45393779  0.08996933 -0.74401328  2.56976151 -0.99212761 -0.78416385
  3.12537123 -2.83353832]"
408,"[-2.09230544 -1.42438358  1.22636441 -0.71098281  0.13583592  3.65950943
 -1.73038483 -1.19990372  2.17214296  1.99506304  0.92969429 -1.53329421
 -0.27218793 -2.69403579 -1.23634329 -2.41432413  2.28561643  0.47965227
 -1.72915612  2.04653317 -1.0734452   1.99743894  1.86807456 -1.42070668
  0.40654876  2.35646485 -1.88228254  1.03976673 -2.09803177  2.48503336
  2.83861411 -3.10998963]"
409,"[-1.76568267  2.20051777 -2.52924975  1.36193702 -2.77501589 -0.73625037
 -1.11773222 -1.45824444  1.86610446 -1.5377609   2.22975675  2.19899907
  3.73868561  2.09496083  2.5503089  -1.10108723 -1.81944241 -2.86657288
  1.68790368 -2.34586424 -2.35928973 -2.65055309  0.10551495  2.73712854
 -2.18372524 -0.97672193 -0.00854894  2.98040704 -0.01833376 -2.31795816
  1.89263579 -1.36683127]"
410,"[ 1.24538501  2.97758452 -2.87031746  0.88256168 -0.39231312 -1.97581069
  1.56849225  0.72802726 -1.09173369 -2.5715332  -0.69217094  1.92731174
  1.23059169  1.79666344  2.63191827  0.66726669 -2.80270672 -2.42959404
  2.08181    -2.93819968  1.05927285 -2.69526068 -1.38357576  2.55220699
 -0.33054165 -1.9915479   1.92188629 -0.15964687  1.92493439 -2.23044427
 -0.96173843  1.66703733]"
411,"[ 1.35124969e+00 -2.85654613e-01  2.25285155e-01 -2.44739941e+00
  6.67147568e-01  2.81043325e+00  1.43414852e+00  2.76027243e+00
 -1.06399727e+00 -4.87211517e-02 -1.74107034e+00 -1.19375379e+00
 -1.00640999e+00 -2.52953257e+00  4.23745019e-01 -1.67880739e-04
  3.34201166e-01 -1.76780101e+00 -1.04398687e+00  6.84713636e-01
  1.82401344e+00  1.56643036e+00 -2.87633692e-01 -1.09427847e+00
  3.29897009e+00  4.98618637e-01  4.98464346e-01 -2.12149293e+00
  7.86496639e-01  2.73131725e+00  2.70424775e-01  1.04447808e-01]"
412,"[ 0.82979035  0.20646554 -0.36615872 -2.82460753 -0.42927047  3.22144445
  0.90099271  2.0713501  -0.298578   -0.39701589 -0.47120365 -0.4525156
  0.20623924 -1.87830496  1.14621441 -0.25839899  0.11894085 -2.53591235
 -0.65571094  0.16796827  0.53754155  0.58937534 -0.65047169 -0.16989791
  2.25745026  0.24916591  0.15190758 -1.14829691  0.75211199  1.876273
  1.61230119 -1.12750848]"
413,"[-2.80652705 -2.42819233  2.28903507  0.2254038   1.28799438  3.14923984
 -2.42659402 -1.96515066  2.7998072   2.87886376  0.04019734 -2.57633682
 -1.45998769 -3.67260279 -2.30902737 -3.16062715  3.22809263  1.60001847
 -2.56956115  3.04091403 -0.37401619  3.18155525  2.79780559 -2.5987093
  0.16918734  3.30961551 -2.73903048  1.53259036 -2.99871884  3.45116376
  1.74686229 -2.28009149]"
414,"[ 3.24332292  4.0157468  -2.50175476  1.62976374  2.78303773 -3.11310795
  2.98759951  0.20262991 -3.03185408 -2.2665453  -3.59108189  2.74377959
 -1.63485527  2.49538149  1.23233073  2.63499778 -2.58042445 -0.2666516
  3.41818319 -2.0019474   4.22643798 -2.32788849 -3.21013233  2.71961839
 -0.06460593 -3.41030584  3.276274   -2.47383881  1.63340827 -2.5109381
 -3.57082203  3.04354068]"
415,"[-4.51439794 -4.30639394  4.15578715  3.12563621  3.56366687  0.37730691
 -4.07370038 -4.14877913  4.40709432  4.45159531 -1.73848512 -4.24584664
 -3.51653078 -4.79802026 -4.15041224 -4.69300122  4.55350494  3.82619561
 -3.83961021  4.64315414  0.86585098  4.92446518  4.73958291 -4.50126733
 -1.36446783  4.9980011  -4.46948836  3.24247954 -4.83554035  4.50686434
 -1.23235152  0.3677068 ]"
417,"[ 1.44621023  2.23939594 -2.54416752 -1.02958107 -0.77501051 -0.26763248
  1.82304589  2.54938444 -1.06722649 -2.75625006 -0.82509756  0.96023496
  1.34092156  0.5119309   3.30403614  0.62771654 -2.52035364 -3.93611622
  1.0494411  -2.69362768  1.05782803 -1.81949361 -1.58205382  1.6620725
  1.14313626 -1.55744918  1.52876886 -0.63964025  2.6497825  -0.6540041
 -0.40736643  1.31665905]"
418,"[ 1.67281711 -0.18655537  0.15979871 -2.00601196  1.05819678  2.09908342
  1.7890681   3.05380964 -1.49265885 -0.22641541 -2.25412107 -1.2769978
 -1.34349585 -2.39524126  0.3797574   0.24258144  0.04058393 -1.56379628
 -0.9495433   0.48526001  2.38362551  1.57000184 -0.25906968 -1.18325353
  3.51818395  0.33717862  0.83572656 -2.44891191  1.06251454  2.6442914
 -0.54333597  0.94403863]"
419,"[-0.88671804  2.25022019 -2.58083592  0.66346191 -2.30278814 -0.55662186
 -0.30830308 -0.31763083  1.07018058 -1.89172399  1.41641386  1.90597978
  3.1546386   1.64212338  2.82707676 -0.65802907 -2.03043046 -3.28284969
  1.53419601 -2.47229412 -1.4560373  -2.43855144 -0.39862389  2.48736696
 -1.24643947 -1.14808584  0.42625955  2.00336918  0.72488208 -1.84947453
  1.34710401 -0.69273221]"
420,"[ 1.38378016  0.22532219 -0.3612401  -2.94918802 -0.04935045  3.00073285
  1.43782658  2.74951214 -0.88216628 -0.59671126 -1.11996057 -0.6257134
 -0.20553578 -2.0217336   1.2250576   0.08966669 -0.09541139 -2.63045862
 -0.66826963  0.08652569  1.20711104  0.77676709 -0.84432782 -0.3700805
  2.85368368  0.08394796  0.52813535 -1.78029166  1.16434044  2.10019769
  0.93901009 -0.40530321]"
421,"[ 0.94212173  2.42097048 -2.77644113 -0.48363359 -1.14570654 -0.58959359
  1.41690093  1.92913569 -0.6251008  -2.77364027 -0.33963409  1.29575817
  1.85256239  0.96412197  3.39836267  0.36485221 -2.649466   -3.91809346
  1.31052721 -2.90522385  0.51198769 -2.17677425 -1.36649352  2.02284373
  0.4981367  -1.58888655  1.39304895  0.02195616  2.37964968 -1.14712781
 -0.1506328   1.03971606]"
422,"[ 3.6440676   3.81677862 -3.40984759  0.12486392  1.38668448 -2.40708897
  3.80576927  2.35985338 -3.44897595 -3.62517882 -2.79364148  1.80669202
 -0.5861447   1.38377046  2.92091637  1.86310832 -3.70171477 -2.36252554
  2.28978395 -3.50575176  3.63810088 -2.96155106 -2.54018763  2.67532911
  1.1594502  -2.74797486  3.64489719 -2.79125736  3.4560397  -2.18729856
 -2.58071899  3.78400247]"
423,"[ 1.20153137  0.97320076 -1.16797273 -2.67688104 -0.82982536  2.36671249
  1.31137773  2.54965343 -0.66355357 -1.29488406 -0.54942687  0.11329528
  0.79638813 -1.10098648  2.07503675  0.14836781 -0.81460696 -3.44781162
 -0.08128392 -0.8167674   0.63982706 -0.27012147 -1.20139188  0.55717186
  2.12703257 -0.50370648  0.67939194 -1.11709047  1.55073763  1.12775023
  1.19232053 -0.48229429]"
424,"[ 2.28722382  2.16106747 -2.44195076 -1.52947252 -0.06679873 -0.19522719
  2.61086986  3.44767629 -1.86118682 -2.97462165 -1.6260376   0.5525465
  0.52361928  0.07999189  3.30142345  1.06788138 -2.63439112 -3.86529209
  0.85158207 -2.70619583  1.95649553 -1.54214063 -1.91766689  1.28981748
  1.93607546 -1.62783133  1.90895611 -1.63649136  3.24792945 -0.2606399
 -1.05534396  2.02107786]"
425,"[ 0.27497457  0.74509437 -0.9582399  -2.16812611 -1.20507772  2.61316272
  0.475109    1.43572548  0.18192082 -0.73973663  0.26148084  0.24978048
  1.21140303 -0.98451029  1.62646893 -0.42966587 -0.36724302 -2.94400651
 -0.09996639 -0.45156053 -0.26992536 -0.2229389  -0.61326463  0.61002595
  1.37275805 -0.10196842  0.14991823 -0.24706297  0.64981038  0.96454082
  2.02287224 -1.46682113]"
426,"[ 1.96395028  1.26568106 -1.46914673 -2.75612375 -0.3553925   1.77432831
  2.08727264  3.40563335 -1.40693283 -1.88357975 -1.28754226  0.03094084
  0.38725874 -1.03307119  2.50509279  0.63216396 -1.38298682 -3.72635418
  0.04432523 -1.33778755  1.47827182 -0.43949276 -1.6365048   0.56516034
  2.59352808 -0.88554067  1.22604486 -1.79730175  2.37650034  1.02937906
  0.25619791  0.59544675]"
427,"[ 1.39487839 -0.73154672  0.7623934  -1.75949701  1.45146577  2.29219755
  1.51953491  2.83952014 -1.35400009  0.4114217  -2.48970159 -1.74316788
 -1.85087395 -2.89923859 -0.32300578 -0.02148911  0.61224031 -0.87686189
 -1.35452286  1.15629355  2.57397683  2.29449876  0.25066316 -1.79360644
  3.74203873  0.80643392  0.57472249 -2.4993585   0.51785405  3.24981244
 -0.69341755  0.93909168]"
429,"[ 2.54426487  3.81115194 -1.63544596  2.44710189  3.56466704 -3.13621932
  1.99899967 -1.24716157 -2.31069756 -1.07413079 -3.91065099  3.26322878
 -2.22214303  3.21481     0.06403809  3.21850292 -1.49452253  1.03969002
  4.08218325 -0.6877269   4.20489032 -1.55128274 -3.75436988  2.44381376
 -0.91050808 -3.80765739  2.496977   -1.91716385  0.21295647 -2.31778438
 -4.03893808  1.88892467]"
430,"[ 1.64545174  0.07393849 -0.16138371 -2.38160782  0.63009615  2.34006844
  1.75204182  3.04424095 -1.32761021 -0.52198901 -1.88566456 -0.97253246
 -0.87460604 -2.19198475  0.859758    0.22873592 -0.14827774 -2.12231579
 -0.78259964  0.18502885  2.00080376  1.15819788 -0.57406373 -0.78768778
  3.27159538  0.15272863  0.796134   -2.21899624  1.2436697   2.35671959
 -0.06880323  0.55746326]"
431,"[-1.78078497 -0.68330807  0.43661342 -1.0016474  -0.6627371   3.55734447
 -1.37803783 -0.88582678  1.89897398  1.33292207  1.50412375 -0.73857383
  0.62298984 -1.84146639 -0.43186239 -1.96133072  1.51689644 -0.30869681
 -1.08217161  1.24520608 -1.54874081  1.06124466  1.30867234 -0.53158194
  0.27122252  1.6471468  -1.3330858   0.98097732 -1.56068723  1.64699385
  3.37132239 -3.41703046]"
432,"[ 2.89909304  2.66145755 -2.78643603 -1.22925646  0.41973403 -0.81241397
  3.17711933  3.47927074 -2.53501188 -3.30810156 -2.11860931  0.81960091
  0.09703467  0.35845984  3.30880111  1.39419712 -3.05207512 -3.56671221
  1.20999742 -3.04338739  2.62125475 -1.95080606 -2.20597507  1.64035641
  1.95859625 -1.98885756  2.5250876  -2.2129186   3.57316472 -0.73048151
 -1.62582867  2.71539776]"
433,"[ 1.14607771  0.61520361 -0.7854941  -2.88027753 -0.63424547  2.83653641
  1.21862231  2.45858644 -0.59408951 -0.91773766 -0.59226282 -0.15760387
  0.4758364  -1.50286233  1.66028916  0.04455347 -0.39771725 -3.09504439
 -0.35739941 -0.34927504  0.65779089  0.14485552 -1.0246064   0.20056663
  2.30690223 -0.19525328  0.48281183 -1.26145875  1.24512522  1.52909881
  1.37702942 -0.75924949]"
434,"[ 3.42248011  3.41575623 -3.23211336 -0.37983742  1.06094146 -1.83535039
  3.63277388  2.81441975 -3.16779423 -3.56484437 -2.57905531  1.4345113
 -0.36675903  0.99500173  3.10077763  1.7029134  -3.52639294 -2.81956387
  1.89449847 -3.38568854  3.30590034 -2.61981368 -2.43397856  2.30835986
  1.49350536 -2.47660637  3.28397274 -2.64634967  3.55969834 -1.66031575
 -2.26826859  3.46053696]"
435,"[-3.85773796 -3.60762762  3.46612428  1.81908978  2.66865509  1.81497637
 -3.42737948 -3.23699709  3.78250749  3.89272647 -0.98306315 -3.66118253
 -2.72636666 -4.51076119 -3.47624803 -4.13559991  4.15201877  2.95793142
 -3.41541578  4.10100348  0.33768097  4.35435476  3.9933597  -3.82573978
 -0.62704827  4.41354673 -3.81923448  2.49619399 -4.15218692  4.24700564
  0.16400101 -0.93136971]"
436,"[ 3.23738164  3.16021364 -3.13444021 -0.72605714  0.79056383 -1.48423585
  3.50769806  3.17932892 -2.95758786 -3.56459112 -2.42203605  1.18420402
 -0.1554402   0.7651956   3.29820152  1.58936442 -3.43366739 -3.22123254
  1.6377585  -3.35739368  3.05605018 -2.40845506 -2.37508359  2.07432042
  1.6974887  -2.31755978  3.02819791 -2.4849545   3.67979199 -1.32050937
 -2.05567766  3.24469591]"
438,"[ 2.95169067  2.7469727  -2.84551337 -1.15813544  0.46134469 -0.91586763
  3.23135435  3.4375047  -2.60538287 -3.35643631 -2.16194544  0.88399594
  0.06734397  0.42952958  3.31485259  1.43158174 -3.11540418 -3.5249626
  1.27938823 -3.09972753  2.68781476 -2.03087929 -2.23682795  1.71446874
  1.91532213 -2.05002164  2.60688938 -2.25094409  3.5938306  -0.82938317
 -1.68914286  2.7953008 ]"
439,"[-0.32494433 -0.18823046  0.00697142 -2.1248639  -0.62821232  3.50326429
 -0.12701275  0.74252748  0.71281038  0.41441727  0.48901452 -0.51935693
  0.47296786 -1.88283498  0.43750208 -1.03278065  0.7811188  -1.59769794
 -0.83128977  0.67423167 -0.44292971  0.82097496  0.18928906 -0.30705602
  1.40416595  0.89506095 -0.52606968 -0.16572046 -0.33612405  1.78324604
  2.54263442 -2.27747045]"
440,"[-1.35961937  0.67107083 -0.93350388 -0.72831524 -1.82643946  2.18086422
 -0.93247773 -0.51552576  1.58181325 -0.11425219  1.64709159  0.64119676
  2.08556321 -0.30074411  1.15586079 -1.33777147 -0.0282098  -2.09032822
  0.11665407 -0.34218042 -1.75108135 -0.55505079  0.36398478  0.97398635
 -0.27859794  0.30419198 -0.56920506  1.4551515  -0.60166123  0.17432203
  2.95902342 -2.60856516]"
441,"[-1.26257287  1.71724996 -2.00291947  0.1580312  -2.46024003  0.55275665
 -0.74083654 -0.59009214  1.45043269 -1.18260636  1.79056697  1.61618362
  3.08267187  1.06844453  2.24244985 -0.99844028 -1.25854197 -2.95593508
  1.08549524 -1.68519026 -1.90658582 -1.84407659 -0.09335004  2.08715525
 -1.07088114 -0.6593551  -0.02914828  2.05653837  0.06079512 -1.2220203
  2.26351018 -1.7165947 ]"
